Theta	Offset	RA-SDSS	DEC-SDSS	PosErr-SDSS	RA-Galaxies	DEC-Galaxies	PosErr-Galaxies
 0.0	0.00	  214.328190	   12.585529	  6.00	  214.328190	   12.585529	  6.00
 0.0	0.00	  217.460690	   13.799658	  6.00	  217.460690	   13.799658	  6.00
 0.0	0.00	  176.483840	   13.839185	  6.00	  176.483830	   13.839190	  6.00
 0.0	0.00	  210.371840	    9.153722	  6.00	  210.371840	    9.153720	  6.00
 1.1	0.13	  130.816360	   13.085812	  6.00	  130.816670	   13.085860	  6.00
 0.0	0.00	  246.147220	   11.471420	  6.00	  246.147220	   11.471420	  6.00
 0.0	0.00	  211.527040	   11.788836	  6.00	  211.527040	   11.788836	  6.00
 0.0	0.00	  148.857360	    7.660449	  6.00	  148.857350	    7.660450	  6.00
 0.0	0.00	  208.930070	    5.781366	  6.00	  208.930070	    5.781370	  6.00
 0.1	0.01	  143.359860	   10.011445	  6.00	  143.359860	   10.011430	  6.00
 0.0	0.00	  216.589240	   10.163336	  6.00	  216.589240	   10.163340	  6.00
 0.0	0.00	  218.888660	   12.908248	  6.00	  218.888670	   12.908250	  6.00
 0.0	0.00	  130.700890	   14.265250	  6.00	  130.700890	   14.265250	  6.00
 0.0	0.00	  216.927350	   13.906888	  6.00	  216.927350	   13.906888	  6.00
 0.0	0.00	  218.310610	   13.842711	  6.00	  218.310610	   13.842711	  6.00
 0.1	0.01	  210.514690	    9.929323	  6.00	  210.514670	    9.929310	  6.00
 0.0	0.00	  211.158120	   11.645751	  6.00	  211.158130	   11.645750	  6.00
 0.0	0.00	  173.588530	   15.660405	  6.00	  173.588530	   15.660405	  6.00
 0.1	0.01	  147.865740	    7.263705	  6.00	  147.865710	    7.263690	  6.00
 0.1	0.01	  167.483060	   10.720828	  6.00	  167.483080	   10.720830	  6.00
 0.0	0.00	  151.865390	   12.274507	  6.00	  151.865390	   12.274510	  6.00
 0.1	0.01	  208.360650	    5.207784	  6.00	  208.360630	    5.207760	  6.00
 0.0	0.00	  241.165230	   15.066090	  6.00	  241.165230	   15.066090	  6.00
 0.3	0.03	  176.479570	   13.516261	  6.00	  176.479550	   13.516190	  6.00
 0.0	0.00	  215.327820	   12.505956	  6.00	  215.327820	   12.505960	  6.00
 0.0	0.00	  211.053600	    8.517225	  6.00	  211.053600	    8.517225	  6.00
 0.0	0.00	  175.942160	   13.707575	  6.00	  175.942160	   13.707570	  6.00
 0.2	0.03	  167.867820	    6.907552	  6.00	  167.867780	    6.907500	  6.00
 0.0	0.00	  156.471190	   14.363159	  6.00	  156.471190	   14.363159	  6.00
 0.0	0.00	  163.802580	    5.862560	  6.00	  163.802570	    5.862560	  6.00
 0.0	0.00	  171.641860	   11.440074	  6.00	  171.641870	   11.440080	  6.00
 0.0	0.00	  121.776660	    7.882903	  6.00	  121.776660	    7.882903	  6.00
 0.0	0.00	  143.511320	    9.479205	  6.00	  143.511330	    9.479210	  6.00
 0.0	0.00	  216.096570	   13.798442	  6.00	  216.096570	   13.798442	  6.00
 0.1	0.01	  155.041690	    6.952559	  6.00	  155.041680	    6.952570	  6.00
 0.0	0.00	  128.572500	   14.547922	  6.00	  128.572500	   14.547920	  6.00
 0.0	0.00	  209.937870	    8.141178	  6.00	  209.937870	    8.141178	  6.00
 0.0	0.00	  240.548470	    7.086102	  6.00	  240.548470	    7.086100	  6.00
 0.0	0.00	  177.135200	   12.705293	  6.00	  177.135200	   12.705293	  6.00
 0.0	0.00	  217.197610	   13.821198	  6.00	  217.197610	   13.821200	  6.00
 0.0	0.00	  130.734940	   13.641590	  6.00	  130.734940	   13.641590	  6.00
14.3	1.69	  130.734940	   13.641590	  6.00	  130.731160	   13.643110	  6.00
 0.9	0.11	  209.660920	    7.216517	  6.00	  209.660670	    7.216560	  6.00
 0.0	0.00	  171.168030	   14.946506	  6.00	  171.168030	   14.946510	  6.00
 1.4	0.17	  232.017740	   12.003593	  6.00	  232.018080	   12.003380	  6.00
 0.1	0.01	  217.989100	    6.250413	  6.00	  217.989130	    6.250420	  6.00
 0.0	0.00	  121.853410	    6.863209	  6.00	  121.853410	    6.863209	  6.00
 0.1	0.01	  209.467600	    7.413507	  6.00	  209.467620	    7.413500	  6.00
 0.0	0.00	  149.251500	   15.555658	  6.00	  149.251500	   15.555658	  6.00
 7.0	0.83	  235.722750	   14.229911	  6.00	  235.721530	   14.231470	  6.00
 0.0	0.00	  118.434890	   13.337425	  6.00	  118.434890	   13.337420	  6.00
 0.0	0.00	  171.108620	   11.342213	  6.00	  171.108620	   11.342220	  6.00
 1.0	0.12	  148.464540	   13.615107	  6.00	  148.464370	   13.614890	  6.00
 0.0	0.00	  218.183100	    9.891717	  6.00	  218.183100	    9.891717	  6.00
 0.0	0.00	  211.426000	   12.241932	  6.00	  211.426000	   12.241932	  6.00
 0.0	0.00	  174.811370	   14.992426	  6.00	  174.811370	   14.992430	  6.00
 0.1	0.01	  144.532890	    9.523921	  6.00	  144.532870	    9.523920	  6.00
 0.4	0.04	  135.263480	   11.098305	  6.00	  135.263420	   11.098390	  6.00
 0.0	0.00	  154.302990	   13.192054	  6.00	  154.302990	   13.192050	  6.00
 0.1	0.01	  154.582210	    7.049329	  6.00	  154.582200	    7.049310	  6.00
 0.0	0.00	  246.694510	   11.580274	  6.00	  246.694510	   11.580270	  6.00
 0.0	0.00	  239.627580	   13.999187	  6.00	  239.627580	   13.999187	  6.00
 0.0	0.00	  138.307080	   11.771323	  6.00	  138.307080	   11.771323	  6.00
 0.0	0.00	  134.254540	   13.199114	  6.00	  134.254540	   13.199110	  6.00
 0.0	0.00	  174.257900	   15.570610	  6.00	  174.257900	   15.570610	  6.00
 0.0	0.00	  148.706520	    9.271095	  6.00	  148.706520	    9.271090	  6.00
 0.0	0.00	  147.404140	    9.005206	  6.00	  147.404140	    9.005210	  6.00
 0.9	0.10	  146.080950	    9.984789	  6.00	  146.080780	    9.984620	  6.00
 0.2	0.02	  150.133330	    4.407082	  6.00	  150.133280	    4.407070	  6.00
 0.0	0.00	  176.776470	   13.706812	  6.00	  176.776470	   13.706812	  6.00
 0.5	0.05	  149.722210	   15.379947	  6.00	  149.722330	   15.380000	  6.00
 0.1	0.01	  162.116260	   12.533192	  6.00	  162.116290	   12.533190	  6.00
 0.0	0.00	  120.527290	    9.377318	  6.00	  120.527290	    9.377318	  6.00
 0.4	0.05	  120.248490	   15.624756	  6.00	  120.248370	   15.624780	  6.00
 0.0	0.00	  241.993170	   10.779589	  6.00	  241.993170	   10.779589	  6.00
 0.0	0.00	  210.573300	    7.684167	  6.00	  210.573300	    7.684170	  6.00
 0.0	0.00	  213.052990	   15.868888	  6.00	  213.052990	   15.868890	  6.00
 0.0	0.00	  120.201610	   10.083603	  6.00	  120.201610	   10.083603	  6.00
 0.0	0.00	  160.912120	   14.871857	  6.00	  160.912130	   14.871860	  6.00
 0.0	0.00	  167.688380	   12.016143	  6.00	  167.688380	   12.016140	  6.00
 0.0	0.00	  246.844120	   11.467141	  6.00	  246.844120	   11.467140	  6.00
 0.0	0.00	  243.566320	    9.537189	  6.00	  243.566320	    9.537190	  6.00
 0.1	0.01	  168.165880	    9.055816	  6.00	  168.165900	    9.055840	  6.00
 0.5	0.06	  220.741760	    4.889587	  6.00	  220.741680	    4.889470	  6.00
 0.0	0.00	  144.746620	    6.955441	  6.00	  144.746620	    6.955440	  6.00
 0.0	0.01	  152.442840	    5.172927	  6.00	  152.442840	    5.172940	  6.00
 0.1	0.01	  168.485420	   12.301081	  6.00	  168.485420	   12.301060	  6.00
 0.0	0.00	  217.635620	   14.024417	  6.00	  217.635620	   14.024417	  6.00
 0.0	0.00	  213.132150	   13.304739	  6.00	  213.132150	   13.304739	  6.00
 0.0	0.00	  134.710290	    6.292996	  6.00	  134.710290	    6.293000	  6.00
 0.1	0.02	  141.650630	    7.954483	  6.00	  141.650590	    7.954490	  6.00
 0.0	0.00	  209.373460	    6.097006	  6.00	  209.373460	    6.097010	  6.00
 5.7	0.67	  151.093270	   13.622754	  6.00	  151.093610	   13.621210	  6.00
 0.0	0.00	  120.706810	   15.808279	  6.00	  120.706810	   15.808280	  6.00
 0.0	0.00	  120.550300	   10.542811	  6.00	  120.550300	   10.542811	  6.00
 0.0	0.00	  241.435720	    8.845532	  6.00	  241.435720	    8.845530	  6.00
 0.0	0.00	  131.923720	   13.419121	  6.00	  131.923720	   13.419120	  6.00
 0.0	0.00	  141.239190	   11.541526	  6.00	  141.239190	   11.541530	  6.00
 0.0	0.00	  120.418030	   15.644755	  6.00	  120.418030	   15.644755	  6.00
 0.0	0.00	  146.035550	   11.254132	  6.00	  146.035550	   11.254130	  6.00
 0.0	0.00	  128.911620	    4.757035	  6.00	  128.911610	    4.757030	  6.00
 0.1	0.01	  142.543070	    7.902761	  6.00	  142.543040	    7.902750	  6.00
 0.0	0.00	  175.039100	   15.327303	  6.00	  175.039100	   15.327300	  6.00
 0.1	0.02	  144.643560	    8.887900	  6.00	  144.643580	    8.887930	  6.00
 0.0	0.00	  213.473030	   15.509954	  6.00	  213.473030	   15.509950	  6.00
 0.0	0.00	  211.206120	   11.395510	  6.00	  211.206120	   11.395510	  6.00
 0.0	0.00	  120.087410	   11.319454	  6.00	  120.087410	   11.319450	  6.00
 0.0	0.00	  149.449050	   15.125604	  6.00	  149.449050	   15.125600	  6.00
 0.0	0.00	  120.475490	    9.625861	  6.00	  120.475490	    9.625860	  6.00
 0.0	0.00	  212.047290	    5.811558	  6.00	  212.047290	    5.811560	  6.00
 0.1	0.01	  209.558320	    5.408296	  6.00	  209.558320	    5.408280	  6.00
 0.0	0.00	  241.207600	    8.481095	  6.00	  241.207600	    8.481090	  6.00
 0.0	0.00	  210.642530	   14.552544	  6.00	  210.642530	   14.552540	  6.00
 0.0	0.00	  140.211440	   13.191141	  6.00	  140.211440	   13.191140	  6.00
 0.0	0.00	  213.555830	   15.622408	  6.00	  213.555830	   15.622408	  6.00
 0.0	0.00	  138.398300	   12.440814	  6.00	  138.398300	   12.440810	  6.00
 0.1	0.01	  176.439840	   10.824570	  6.00	  176.439840	   10.824600	  6.00
 0.0	0.00	  138.820690	   11.885692	  6.00	  138.820690	   11.885690	  6.00
 0.0	0.00	  239.377870	   15.956055	  6.00	  239.377870	   15.956050	  6.00
 0.0	0.00	  209.553580	    6.518185	  6.00	  209.553580	    6.518180	  6.00
 0.0	0.00	  176.342810	   14.366585	  6.00	  176.342810	   14.366590	  6.00
 0.1	0.01	  160.531400	   13.746999	  6.00	  160.531420	   13.747000	  6.00
 0.0	0.00	  120.856370	   10.050530	  6.00	  120.856370	   10.050530	  6.00
 0.1	0.01	  175.077110	    9.009902	  6.00	  175.077120	    9.009890	  6.00
 0.0	0.00	  213.716820	   14.125870	  6.00	  213.716820	   14.125870	  6.00
 0.0	0.00	  208.272630	   15.844551	  6.00	  208.272630	   15.844550	  6.00
 0.0	0.00	  212.116680	   15.920934	  6.00	  212.116680	   15.920934	  6.00
 0.0	0.01	  162.809720	    5.840021	  6.00	  162.809710	    5.840030	  6.00
 0.0	0.00	  175.244820	   11.471141	  6.00	  175.244820	   11.471141	  6.00
 0.0	0.00	  241.804150	    7.978988	  6.00	  241.804150	    7.978990	  6.00
 0.1	0.01	  142.561640	    8.283093	  6.00	  142.561650	    8.283070	  6.00
 0.1	0.01	  211.426810	   12.074095	  6.00	  211.426790	   12.074080	  6.00
 0.0	0.00	  129.925540	    5.383506	  6.00	  129.925540	    5.383506	  6.00
 0.0	0.00	  157.925450	   12.282401	  6.00	  157.925450	   12.282400	  6.00
 0.0	0.00	  241.169900	   11.040988	  6.00	  241.169900	   11.040988	  6.00
 0.1	0.02	  226.435410	   11.208372	  6.00	  226.435370	   11.208360	  6.00
 0.0	0.01	  165.116000	   11.620873	  6.00	  165.116000	   11.620860	  6.00
 0.0	0.00	  138.829120	   10.650325	  6.00	  138.829120	   10.650320	  6.00
 0.0	0.00	  240.941640	   11.742193	  6.00	  240.941640	   11.742193	  6.00
 0.0	0.00	  131.739310	   12.884131	  6.00	  131.739310	   12.884131	  6.00
 0.1	0.01	  212.084430	   11.608594	  6.00	  212.084460	   11.608580	  6.00
 0.0	0.00	  152.847660	   13.778255	  6.00	  152.847660	   13.778250	  6.00
 0.0	0.00	  147.084530	   15.848564	  6.00	  147.084530	   15.848564	  6.00
 0.0	0.00	  234.726200	    8.593711	  6.00	  234.726200	    8.593711	  6.00
 0.0	0.00	  138.783460	   11.764087	  6.00	  138.783460	   11.764087	  6.00
 0.0	0.00	  210.901080	   15.273424	  6.00	  210.901080	   15.273424	  6.00
 0.0	0.00	  168.064320	    8.628677	  6.00	  168.064320	    8.628677	  6.00
 0.0	0.00	  176.513260	   14.643798	  6.00	  176.513260	   14.643800	  6.00
 0.0	0.00	  153.902840	    6.347819	  6.00	  153.902850	    6.347820	  6.00
 0.1	0.01	  143.463670	   10.159396	  6.00	  143.463670	   10.159410	  6.00
 0.1	0.01	  221.122310	    5.176261	  6.00	  221.122330	    5.176250	  6.00
 0.0	0.00	  234.833470	   15.384333	  6.00	  234.833470	   15.384330	  6.00
 0.0	0.00	  209.644040	    6.574070	  6.00	  209.644040	    6.574070	  6.00
 0.4	0.05	  121.062640	    8.732065	  6.00	  121.062710	    8.731970	  6.00
 0.0	0.00	  170.574650	   12.722532	  6.00	  170.574650	   12.722530	  6.00
 0.1	0.02	  220.871580	    4.531530	  6.00	  220.871600	    4.531500	  6.00
 0.0	0.00	  246.061860	   12.855839	  6.00	  246.061860	   12.855839	  6.00
 0.0	0.00	  120.591410	   10.151851	  6.00	  120.591410	   10.151851	  6.00
 0.1	0.01	  155.966110	    9.987462	  6.00	  155.966130	    9.987470	  6.00
 0.0	0.00	  141.910820	   11.620717	  6.00	  141.910820	   11.620720	  6.00
 0.0	0.00	  243.672200	   10.855259	  6.00	  243.672200	   10.855259	  6.00
 0.1	0.01	  168.604850	   15.533851	  6.00	  168.604870	   15.533860	  6.00
 0.0	0.00	  243.545100	    9.903453	  6.00	  243.545100	    9.903453	  6.00
 1.4	0.17	  169.109880	    4.336596	  6.00	  169.109500	    4.336500	  6.00
 0.0	0.00	  235.239830	   10.446755	  6.00	  235.239830	   10.446755	  6.00
 0.0	0.00	  217.076770	   13.780230	  6.00	  217.076770	   13.780230	  6.00
 0.0	0.00	  120.640330	    9.389835	  6.00	  120.640330	    9.389835	  6.00
 0.0	0.00	  177.127770	   12.729800	  6.00	  177.127770	   12.729800	  6.00
 0.0	0.00	  139.909570	   13.853431	  6.00	  139.909570	   13.853431	  6.00
 0.6	0.08	  143.216150	   12.287041	  6.00	  143.216250	   12.286890	  6.00
 0.1	0.01	  122.641430	    7.027208	  6.00	  122.641460	    7.027190	  6.00
 0.0	0.00	  237.360390	    5.571223	  6.00	  237.360390	    5.571223	  6.00
 0.0	0.00	  151.515950	   10.637632	  6.00	  151.515950	   10.637630	  6.00
 0.0	0.00	  208.014050	    7.620867	  6.00	  208.014050	    7.620870	  6.00
 0.0	0.00	  154.542820	    7.142980	  6.00	  154.542820	    7.142980	  6.00
 0.0	0.00	  211.169610	   12.143952	  6.00	  211.169610	   12.143950	  6.00
 0.0	0.00	  177.706260	    7.074673	  6.00	  177.706260	    7.074670	  6.00
 0.0	0.00	  234.545390	   14.027207	  6.00	  234.545390	   14.027207	  6.00
 0.1	0.01	  241.245180	    8.453702	  6.00	  241.245170	    8.453690	  6.00
 0.0	0.00	  120.547090	   12.243538	  6.00	  120.547090	   12.243540	  6.00
 0.0	0.00	  122.057450	    6.808444	  6.00	  122.057460	    6.808440	  6.00
 0.0	0.00	  151.706430	   11.235833	  6.00	  151.706440	   11.235830	  6.00
 0.0	0.00	  245.387630	    9.997857	  6.00	  245.387630	    9.997857	  6.00
 0.4	0.05	  146.585440	    5.687254	  6.00	  146.585370	    5.687170	  6.00
16.5	1.95	  146.585440	    5.687254	  6.00	  146.585170	    5.691840	  6.00
 0.0	0.00	  134.114400	   15.392121	  6.00	  134.114400	   15.392121	  6.00
 0.0	0.00	  213.671570	   15.512802	  6.00	  213.671570	   15.512802	  6.00
 0.0	0.00	  246.600610	   13.117134	  6.00	  246.600610	   13.117134	  6.00
 0.1	0.01	  176.357620	    9.514851	  6.00	  176.357610	    9.514880	  6.00
 0.0	0.00	  146.012110	    9.374211	  6.00	  146.012120	    9.374210	  6.00
 0.0	0.00	  198.251050	   12.613593	  6.00	  198.251050	   12.613590	  6.00
 0.0	0.00	  237.963110	    5.973673	  6.00	  237.963120	    5.973670	  6.00
 0.0	0.00	  236.155490	   10.630524	  6.00	  236.155490	   10.630524	  6.00
 0.6	0.08	  130.862680	    4.433190	  6.00	  130.862500	    4.433190	  6.00
 0.0	0.00	  120.729070	    8.396014	  6.00	  120.729070	    8.396014	  6.00
 0.0	0.00	  137.286300	   14.642831	  6.00	  137.286300	   14.642831	  6.00
 0.0	0.00	  144.127430	   15.548767	  6.00	  144.127430	   15.548767	  6.00
 0.0	0.00	  243.297640	    9.831116	  6.00	  243.297640	    9.831116	  6.00
 0.0	0.00	  164.392450	    9.214820	  6.00	  164.392450	    9.214820	  6.00
 0.0	0.00	  210.866300	   12.162541	  6.00	  210.866300	   12.162541	  6.00
 0.2	0.02	  171.472840	    9.987456	  6.00	  171.472800	    9.987490	  6.00
 0.0	0.00	  149.351750	   15.117109	  6.00	  149.351750	   15.117109	  6.00
 0.0	0.00	  138.332850	   12.535272	  6.00	  138.332850	   12.535272	  6.00
 0.0	0.00	  209.258300	    7.113147	  6.00	  209.258300	    7.113147	  6.00
 0.1	0.01	  177.883360	    4.852505	  6.00	  177.883330	    4.852500	  6.00
 0.0	0.00	  231.894920	    6.900513	  6.00	  231.894920	    6.900513	  6.00
 0.0	0.00	  210.478630	    9.378878	  6.00	  210.478630	    9.378878	  6.00
 0.0	0.00	  210.803840	    9.522932	  6.00	  210.803840	    9.522930	  6.00
 0.0	0.00	  211.223830	   12.721693	  6.00	  211.223830	   12.721690	  6.00
 0.0	0.00	  155.914000	   12.623774	  6.00	  155.914000	   12.623780	  6.00
 0.0	0.01	  242.336450	    8.763258	  6.00	  242.336460	    8.763250	  6.00
 0.0	0.00	  211.351520	   15.578614	  6.00	  211.351520	   15.578614	  6.00
 0.0	0.00	  143.407420	    8.463881	  6.00	  143.407420	    8.463880	  6.00
 0.0	0.00	  135.946470	    5.806676	  6.00	  135.946460	    5.806680	  6.00
 0.0	0.00	  209.542030	    6.491693	  6.00	  209.542040	    6.491690	  6.00
 0.0	0.00	  175.239510	   13.145078	  6.00	  175.239510	   13.145080	  6.00
 0.1	0.01	  163.379860	    7.461892	  6.00	  163.379890	    7.461890	  6.00
 0.1	0.01	  209.144010	   10.191210	  6.00	  209.144000	   10.191220	  6.00
 0.1	0.01	  211.026590	   11.202877	  6.00	  211.026580	   11.202890	  6.00
 0.0	0.00	  231.523230	    9.204145	  6.00	  231.523230	    9.204145	  6.00
 0.0	0.00	  147.274910	    9.088097	  6.00	  147.274910	    9.088100	  6.00
 0.2	0.02	  195.674050	    5.958403	  6.00	  195.674090	    5.958370	  6.00
 0.1	0.01	  138.896020	   10.467534	  6.00	  138.896040	   10.467530	  6.00
 0.0	0.00	  210.776850	    8.241829	  6.00	  210.776850	    8.241830	  6.00
 0.0	0.00	  153.619060	   15.902928	  6.00	  153.619060	   15.902930	  6.00
 0.0	0.00	  232.888880	    6.025342	  6.00	  232.888880	    6.025342	  6.00
 0.1	0.01	  234.194020	    7.833590	  6.00	  234.194000	    7.833580	  6.00
 0.0	0.00	  171.213200	   14.795788	  6.00	  171.213200	   14.795790	  6.00
 0.0	0.00	  150.712580	   14.553240	  6.00	  150.712580	   14.553240	  6.00
 0.1	0.01	  170.778360	   13.886822	  6.00	  170.778330	   13.886830	  6.00
 0.0	0.00	  210.791050	   12.170402	  6.00	  210.791050	   12.170402	  6.00
 0.0	0.00	  218.126330	    8.135834	  6.00	  218.126330	    8.135830	  6.00
 0.0	0.00	  150.543280	   11.643468	  6.00	  150.543280	   11.643470	  6.00
 0.0	0.00	  210.651840	    9.941289	  6.00	  210.651840	    9.941289	  6.00
 0.0	0.00	  142.585740	   13.458285	  6.00	  142.585740	   13.458285	  6.00
 0.0	0.00	  199.099760	   12.522272	  6.00	  199.099760	   12.522270	  6.00
 5.6	0.66	  224.199890	    9.509104	  6.00	  224.198330	    9.508890	  6.00
 0.0	0.00	  151.198610	    5.368597	  6.00	  151.198610	    5.368597	  6.00
 2.8	0.33	  209.421240	   15.373052	  6.00	  209.420580	   15.373490	  6.00
 0.0	0.00	  209.318980	   15.882098	  6.00	  209.318980	   15.882098	  6.00
 0.1	0.01	  218.916310	   13.169944	  6.00	  218.916290	   13.169940	  6.00
 0.0	0.00	  241.404970	   13.492116	  6.00	  241.404970	   13.492116	  6.00
 0.0	0.00	  120.056000	   13.155076	  6.00	  120.056000	   13.155076	  6.00
 0.0	0.00	  147.332590	    9.920473	  6.00	  147.332600	    9.920470	  6.00
 0.4	0.05	  139.045840	    6.329409	  6.00	  139.045960	    6.329440	  6.00
 0.0	0.00	  172.060890	   11.394384	  6.00	  172.060890	   11.394380	  6.00
 0.0	0.00	  209.230540	   13.408951	  6.00	  209.230540	   13.408950	  6.00
 0.0	0.00	  212.927340	   14.671541	  6.00	  212.927340	   14.671541	  6.00
 0.1	0.01	  171.103230	   14.203097	  6.00	  171.103210	   14.203080	  6.00
 0.0	0.00	  130.611920	   14.425918	  6.00	  130.611920	   14.425918	  6.00
 0.1	0.01	  179.280050	    6.675410	  6.00	  179.280040	    6.675420	  6.00
 0.1	0.01	  211.372340	   11.585452	  6.00	  211.372330	   11.585440	  6.00
 0.0	0.00	  140.007270	    7.056241	  6.00	  140.007260	    7.056240	  6.00
 0.8	0.09	  147.269710	   13.880600	  6.00	  147.269540	   13.880750	  6.00
 0.0	0.00	  174.236940	   15.528971	  6.00	  174.236940	   15.528970	  6.00
 0.0	0.00	  163.500090	    9.831201	  6.00	  163.500090	    9.831201	  6.00
 0.4	0.05	  175.565070	   10.222880	  6.00	  175.565170	   10.222920	  6.00
 0.0	0.00	  240.065100	   15.769222	  6.00	  240.065100	   15.769222	  6.00
 0.0	0.00	  140.020940	    4.480470	  6.00	  140.020940	    4.480470	  6.00
 0.0	0.01	  208.290200	    4.960946	  6.00	  208.290210	    4.960940	  6.00
 0.0	0.00	  237.879210	    4.199494	  6.00	  237.879210	    4.199494	  6.00
 0.0	0.00	  170.597520	   11.793924	  6.00	  170.597520	   11.793920	  6.00
 0.0	0.00	  176.750650	    7.324204	  6.00	  176.750650	    7.324200	  6.00
 0.1	0.01	  233.003480	    8.633155	  6.00	  233.003500	    8.633170	  6.00
 0.1	0.01	  174.969890	    8.874557	  6.00	  174.969880	    8.874530	  6.00
 0.0	0.00	  213.322330	   15.492186	  6.00	  213.322330	   15.492186	  6.00
 0.0	0.00	  124.219170	    5.647028	  6.00	  124.219170	    5.647030	  6.00
 0.0	0.00	  162.361260	   12.257781	  6.00	  162.361260	   12.257780	  6.00
 0.0	0.00	  215.347650	   11.270793	  6.00	  215.347650	   11.270793	  6.00
 0.4	0.05	  153.925530	    7.327758	  6.00	  153.925460	    7.327860	  6.00
 0.0	0.00	  120.626600	    9.075999	  6.00	  120.626600	    9.075999	  6.00
 0.1	0.01	  151.988000	   13.227403	  6.00	  151.988000	   13.227420	  6.00
 0.4	0.04	  144.374820	    9.552187	  6.00	  144.374920	    9.552170	  6.00
 0.0	0.00	  239.979230	    7.987861	  6.00	  239.979230	    7.987860	  6.00
 0.0	0.00	  222.886750	    8.599965	  6.00	  222.886750	    8.599965	  6.00
 0.0	0.00	  170.711140	   12.344886	  6.00	  170.711140	   12.344890	  6.00
 0.0	0.00	  156.167130	   14.756765	  6.00	  156.167130	   14.756765	  6.00
 0.0	0.00	  246.154890	   12.552621	  6.00	  246.154890	   12.552621	  6.00
 0.0	0.01	  217.202200	    6.715412	  6.00	  217.202210	    6.715420	  6.00
 0.1	0.01	  146.376180	    6.376824	  6.00	  146.376150	    6.376820	  6.00
 0.0	0.00	  119.212740	   11.216758	  6.00	  119.212740	   11.216758	  6.00
 0.1	0.02	  177.979060	    5.840121	  6.00	  177.979020	    5.840130	  6.00
 0.2	0.02	  181.018060	    4.813133	  6.00	  181.018080	    4.813080	  6.00
 0.0	0.00	  209.586120	    6.509110	  6.00	  209.586120	    6.509110	  6.00
 0.0	0.00	  211.882940	   15.867494	  6.00	  211.882940	   15.867494	  6.00
 0.9	0.11	  153.204690	    7.103752	  6.00	  153.204950	    7.103800	  6.00
 0.0	0.00	  120.582910	   11.627941	  6.00	  120.582910	   11.627941	  6.00
 0.0	0.00	  157.905330	    4.572787	  6.00	  157.905330	    4.572790	  6.00
 0.1	0.01	  241.350050	    7.078018	  6.00	  241.350040	    7.078030	  6.00
 0.0	0.00	  246.564440	   11.739889	  6.00	  246.564440	   11.739889	  6.00
 0.1	0.01	  145.088060	    4.735090	  6.00	  145.088040	    4.735080	  6.00
 0.0	0.00	  214.281060	    4.837052	  6.00	  214.281060	    4.837060	  6.00
 0.0	0.00	  130.500230	   10.514728	  6.00	  130.500230	   10.514728	  6.00
 0.0	0.00	  233.186900	    6.510828	  6.00	  233.186900	    6.510828	  6.00
 0.0	0.00	  120.932930	   10.149254	  6.00	  120.932930	   10.149254	  6.00
 0.0	0.00	  176.994340	   13.910677	  6.00	  176.994340	   13.910680	  6.00
 0.0	0.00	  131.695740	   13.163999	  6.00	  131.695740	   13.163999	  6.00
 0.1	0.02	  173.458620	   14.824512	  6.00	  173.458580	   14.824500	  6.00
 0.0	0.00	  218.034180	    6.189754	  6.00	  218.034180	    6.189750	  6.00
 0.5	0.06	  150.060910	    9.617475	  6.00	  150.060830	    9.617360	  6.00
 0.0	0.00	  146.425280	    6.869903	  6.00	  146.425280	    6.869910	  6.00
 0.0	0.00	  211.375120	   13.044399	  6.00	  211.375120	   13.044390	  6.00
 0.1	0.01	  120.121110	   13.308457	  6.00	  120.121130	   13.308440	  6.00
 0.0	0.00	  146.670500	   14.197766	  6.00	  146.670500	   14.197766	  6.00
 0.0	0.00	  151.768670	    5.006841	  6.00	  151.768670	    5.006830	  6.00
 0.0	0.00	  217.294800	   13.980956	  6.00	  217.294800	   13.980956	  6.00
 0.0	0.00	  157.920090	   13.834928	  6.00	  157.920090	   13.834930	  6.00
 0.0	0.00	  177.764600	    7.693721	  6.00	  177.764600	    7.693720	  6.00
 0.1	0.01	  136.315340	   10.042650	  6.00	  136.315330	   10.042640	  6.00
 2.0	0.23	  131.181580	   10.472173	  6.00	  131.181040	   10.472030	  6.00
 0.0	0.00	  159.053300	   13.449543	  6.00	  159.053300	   13.449540	  6.00
 0.0	0.00	  233.282790	   10.918109	  6.00	  233.282790	   10.918110	  6.00
 0.0	0.00	  208.023490	    5.765036	  6.00	  208.023490	    5.765040	  6.00
 0.0	0.00	  137.010310	   13.647098	  6.00	  137.010310	   13.647098	  6.00
 0.0	0.00	  236.602400	    4.489054	  6.00	  236.602400	    4.489054	  6.00
 0.1	0.01	  166.498320	    7.373627	  6.00	  166.498290	    7.373640	  6.00
 0.0	0.00	  210.647580	   14.535047	  6.00	  210.647580	   14.535047	  6.00
 0.0	0.00	  213.330550	   14.011762	  6.00	  213.330550	   14.011760	  6.00
 0.0	0.00	  148.146290	    8.199060	  6.00	  148.146300	    8.199060	  6.00
 0.0	0.00	  147.909140	   10.439712	  6.00	  147.909140	   10.439710	  6.00
 0.1	0.01	  175.113970	   15.401233	  6.00	  175.114000	   15.401220	  6.00
 0.0	0.00	  240.676240	   15.236851	  6.00	  240.676240	   15.236851	  6.00
 0.0	0.00	  239.357540	   15.908513	  6.00	  239.357540	   15.908513	  6.00
 0.0	0.00	  156.155300	   11.908059	  6.00	  156.155300	   11.908060	  6.00
